"REMOTE","STATION","date","weeknumber","Total_2020","Total_2019"
"R341","75TH AVENUE-QUEENS BLVD       ",2020-07-18,"29",3957,19659
"R342","VAN WYCK BLVD-METROPOLITAN    ",2020-07-18,"29",8079,20702
"R343","FRANKLIN STREET-WEST BWAY     ",2020-07-18,"29",2895,9310
"R344","145TH STREET-LENOX AVENUE     ",2020-07-18,"29",4239,17538
"R345","148TH STREET-LENOX AVENUE     ",2020-07-18,"29",4709,20316
"R346","COURT SQ                      ",2020-07-18,"29",6080,27609
"R347","69TH STREET-ROOSEVELT AVE     ",2020-07-18,"29",8482,27829
"R348","ATLANTIC AV-VAN SINDEREN AV   ",2020-07-18,"29",2477,7519
"R349","SUTTER AVE-VAN SINDEREN AVE   ",2020-07-18,"29",5659,16850
"R350","LIVONIA AVE-VAN SINDEREN AV   ",2020-07-18,"29",5023,13867
"R352","HEWES STREET-BROADWAY         ",2020-07-18,"29",4653,18842
"R353","LORIMER STREET-BROADWAY       ",2020-07-18,"29",6846,29331
"R354","104TH STREET-LIBERTY AVENUE   ",2020-07-18,"29",3218,9792
"R355","109TH STREET-LIBERTY AVENUE   ",2020-07-18,"29",4406,12869
"R356","LEFFERTS BLVD-LIBERTY AVE     ",2020-07-18,"29",13694,37276
"R357","NORTH CONDUIT AVE-COHANCEY    ",2020-07-18,"29",1140,4994
"R358","BEACH 25TH STREET-WAVECREST   ",2020-07-18,"29",3275,9219
"R359","COURT SQ-23 ST                ",2020-07-18,"29",13970,95928
"R360","21ST STREET-JACKSON AVENUE    ",2020-07-18,"29",2379,10359
"R361","PELHAM PKWY-WHITE PLAINS RD   ",2020-07-18,"29",12534,44926
"R362","ALLERTON AV-WHITE PLAINS RD   ",2020-07-18,"29",7961,28001
"R363","BURKE AVE-WHITE PLAINS ROAD   ",2020-07-18,"29",4935,17963
"R364","GUNHILL RD-WHITE PLAINS RD    ",2020-07-18,"29",11508,33455
"R365","219TH ST-WHITE PLAINS ROAD    ",2020-07-18,"29",3704,17839
"R366","225TH ST-WHITE PLAINS ROAD    ",2020-07-18,"29",4308,20856
"R367","233RD ST-WHITE PLAINS ROAD    ",2020-07-18,"29",6553,24756
"R368","9TH AVENUE-39TH STREET        ",2020-07-18,"29",10447,31740
"R369","FORT HAMILTON PKWY-45TH ST    ",2020-07-18,"29",8004,21282
"R370","71ST STREET-NEW UTRECHT AVE   ",2020-07-18,"29",8903,33419
"R371","79TH STREET-17TH AVENUE       ",2020-07-18,"29",9383,36134
"R372","18TH AVENUE-86TH STREET       ",2020-07-18,"29",10224,34562
"R373","20TH AVENUE-86TH STREET       ",2020-07-18,"29",8664,29897
"R374","BAY PARKWAY-86TH STREET       ",2020-07-18,"29",13034,43615
"R375","NEW LOTS AV-VAN SINDEREN AV   ",2020-07-18,"29",7387,20495
"R376","EAST 105TH ST-FARRAGUT ROAD   ",2020-07-18,"29",5973,17562
"R377","FLUSHING AVE-BROADWAY         ",2020-07-18,"29",14949,48133
"R378","MYRTLE AVENUE-BROADWAY        ",2020-07-18,"29",15765,67230
"R379","KOSCIUSZKO STREET-BROADWAY    ",2020-07-18,"29",7483,31137
"R380","GATES AVENUE-BROADWAY         ",2020-07-18,"29",10614,39288
"R381","HALSEY STREET-BROADWAY        ",2020-07-18,"29",9421,37630
"R382","GRANT AVENUE-PITKIN AVENUE    ",2020-07-18,"29",10137,30860
"R383","HUDSON STREET-78TH STREET     ",2020-07-18,"29",6743,24224
"R384","BOYD STREET-88TH STREET       ",2020-07-18,"29",5037,15904
"R385","ROCKAWAY BLVD-LIBERTY AVE     ",2020-07-18,"29",12801,34950
"R386","174TH STREET-SOUTHERN BLVD    ",2020-07-18,"29",10123,32650
"R387","EAST TREMONT AVENUE-178 ST    ",2020-07-18,"29",9619,31958
"R388","EAST 180TH ST-MORRIS PARK     ",2020-07-18,"29",12953,36543
"R389","BRONX PARK EAST               ",2020-07-18,"29",3485,13184
"R390","8TH AVENUE-62ND STREET        ",2020-07-18,"29",14355,56617
"R391","FORT HAMILTON PARKWAY-62ND    ",2020-07-18,"29",8516,22363
"R392","18TH AVENUE-62ND STREET       ",2020-07-18,"29",8174,18925
"R393","20TH AVENUE-62ND STREET       ",2020-07-18,"29",5356,16445
"R394","BAY PARKWAY-66TH STREET       ",2020-07-18,"29",11730,30404
"R395","KINGS HIGHWAY-WEST 7TH ST     ",2020-07-18,"29",8450,21287
"R396","AVENUE U-WEST 7TH STREET      ",2020-07-18,"29",5783,14287
"R397","86TH STREET-AVENUE V          ",2020-07-18,"29",4137,9781
"R398","NEW UTRECHT AVENUE-62ND ST    ",2020-07-18,"29",8330,19925
"R399","25TH AVENUE-86TH STREET       ",2020-07-18,"29",6498,27746
"R400","BAY 50TH STREET-STILLWELL     ",2020-07-18,"29",3956,15458
"R401","CENTRAL AVE-MYRTLE AVE        ",2020-07-18,"29",5569,27422
"R402","SENECA AVENUE-PALMETTO ST     ",2020-07-18,"29",5292,20161
"R403","FOREST AVENUE-PUTNAM AVENUE   ",2020-07-18,"29",7090,23817
"R404","FRESH POND ROAD-68TH AVENUE   ",2020-07-18,"29",10452,32445
"R405","JACKSON AVENUE-WESTCHESTER    ",2020-07-18,"29",7923,26457
"R406","PROSPECT AVENUE-WESTCHESTER   ",2020-07-18,"29",10467,34865
"R407","INTERVALE 163RD STREET        ",2020-07-18,"29",4995,16536
"R408","SIMPSON ST-WESTCHESTER AVE    ",2020-07-18,"29",13127,41072
"R409","FREEMAN ST-SOUTHERN BLVD      ",2020-07-18,"29",6673,23398
"R411","PARK PLACE-FRANKLIN AVENUE    ",2020-07-18,"29",2193,9115
"R412","BOTANIC GARDEN-FRANKLIN AVE   ",2020-07-18,"29",1398,7937
"R413","KNICKERBOCKER AVE-MYRTLE AV   ",2020-07-18,"29",6739,27445
"R414","HOWARD BEACH-159TH AVE        ",2020-07-18,"29",2407,16709
"R415","BROAD CHANNEL-NOEL ROAD       ",2020-07-18,"29",471,1731
"R416","HOLLAND-BEACH 90TH STREET     ",2020-07-18,"29",2931,7438
"R417","PLAYLAND-BEACH 98TH STREET    ",2020-07-18,"29",1327,3765
"R418","SEASIDE BEACH-105TH STREET    ",2020-07-18,"29",1151,2026
"R419","ROCKAWAY PARK-BEACH 116TH     ",2020-07-18,"29",2541,5107
"R420","DITMAS AVE-MCDONALD AVE       ",2020-07-18,"29",6014,21160
"R421","AVENUE I-MCDONALD AVENUE      ",2020-07-18,"29",2755,9474
"R422","MCDONALD AVE-22ND AVE         ",2020-07-18,"29",1799,4964
"R423","AVENUE N-MCDONALD AVENUE      ",2020-07-18,"29",4384,15927
"R424","AVENUE P-MCDONALD AVENUE      ",2020-07-18,"29",3836,14104
"R425","AVENUE U-MCDONALD AVENUE      ",2020-07-18,"29",2745,9264
"R426","NEPTUNE AVE-MCDONALD AVENUE   ",2020-07-18,"29",2040,7248
"R427","MIDDLETOWN ROAD-WESTCHESTER   ",2020-07-18,"29",2805,10604
"R428","BUHRE AVE-WESTCHESTER AVE     ",2020-07-18,"29",5553,18705
"R429","PELHAM BAY PARK-BRUCKNER BL   ",2020-07-18,"29",11130,28789
"R430","PELHAM PKWY-ESPLANADE         ",2020-07-18,"29",4283,14839
"R431","DYRE AVENUE-LIGHT STREET      ",2020-07-18,"29",7380,21650
"R432","CHAUNCEY STREET-ROCKAWAY AV   ",2020-07-18,"29",5256,17962
"R433","ALABAMA AVENUE-FULTON ST      ",2020-07-18,"29",3980,9690
"R434","VAN SICLEN AVENUE-FULTON ST   ",2020-07-18,"29",5420,14823
"R435","CLEVELAND STREET-FULTON ST    ",2020-07-18,"29",5266,16274
"R436","NORWOOD AVENUE-FULTON ST      ",2020-07-18,"29",5629,17610
"R437","CRESCENT STREET-FULTON ST     ",2020-07-18,"29",7870,25110
"R438","RALPH AVENUE-FULTON STREET    ",2020-07-18,"29",8419,31149
"R439","ROCKAWAY AVE-HOPKINSON AVE    ",2020-07-18,"29",8456,29768
"R440","LIBERTY AVE-PENNSYLVANIA AV   ",2020-07-18,"29",3694,12669
"R441","VAN SICLEN AVE-PITKIN AVE     ",2020-07-18,"29",5221,15974
"R442","SHEPHERD AVE-PITKIN AVE       ",2020-07-18,"29",5325,16932
"R443","170TH STREET-GRAND CONC.      ",2020-07-18,"29",11020,34330
"R444","238TH ST-WHITE PLAINS ROAD    ",2020-07-18,"29",4134,16266
"R445","138TH STREET-3RD AVE          ",2020-07-18,"29",14648,41377
"R446","BROOK AVENUE-138TH STREET     ",2020-07-18,"29",10810,30482
"R447","CYPRESS AVENUE-138TH STREET   ",2020-07-18,"29",5932,18116
"R448","EAST 143RD ST-SOUTHERN BLVD   ",2020-07-18,"29",1788,5047
"R449","EAST 149TH ST-SOUTHERN BLVD   ",2020-07-18,"29",8926,23190
"R450","LONGWOOD AVE-SOUTHERN BLVD    ",2020-07-18,"29",5260,16605
"R451","WINTHROP ST-NOSTRAND AVE      ",2020-07-18,"29",10918,5819
"R452","72ND STREET & BROADWAY        ",2020-07-18,"29",38226,215716
"R453","23RD STREET-6TH AVENUE        ",2020-07-18,"29",10680,74866
"R455","25TH STREET-4TH AVENUE        ",2020-07-18,"29",1335,3847
"R456","HOYT STREET-FULTON STREET     ",2020-07-18,"29",2684,15913
"R460","MARCY AVENUE-BROADWAY         ",2020-07-18,"29",17328,80796
"R461","BROADWAY LAFAYETTE-BLEECKER   ",2020-07-18,"29",16529,131093
"R462","CANAL STREET-BROADWAY         ",2020-07-18,"29",11252,100888
"R463","CANAL ST-LAFAYETTE ST EAST    ",2020-07-18,"29",15657,126202
"R464","AQUEDUCT RACE TRACK           ",2020-07-18,"29",201,12465
"R468","RI TRAMWAY (MANHATTAN)        ",2020-07-18,"29",7336,21000
"R469","RI TRAMWAY (ROOSEVELT)        ",2020-07-18,"29",7813,21518
"R535","AIRTRAIN @ HOWARD BEACH       ",2020-07-18,"29",5036,53131
"R536","AIRTRAIN JAMAICA CENTER 1     ",2020-07-18,"29",11933,140580
"R540","PA-PATH WORLD TRADE CNTR      ",2020-07-18,"29",32377,140218
"R541","PA-PATH THIRTY THIRD ST       ",2020-07-18,"29",16830,90056
"R542","PA-PATH TWENTY THIRD ST       ",2020-07-18,"29",3154,23139
"R543","PA-PATH EXCHANGE PLACE        ",2020-07-18,"29",6171,38239
"R544","PA-PATH HARRISON              ",2020-07-18,"29",4342,19058
"R545","PA-PATH 14TH STREET           ",2020-07-18,"29",4974,24292
"R546","PA-PATH PAVONIA/NEWPORT       ",2020-07-18,"29",4759,37499
"R547","PA-PATH 9TH STREET            ",2020-07-18,"29",1998,13220
"R548","PA-PATH CHRISTOPHER ST        ",2020-07-18,"29",2331,14649
"R549","PA-PATH NEWARK                ",2020-07-18,"29",21605,73034
"R550","PA-PATH HOBOKEN               ",2020-07-18,"29",8857,78203
"R551","PA-PATH GROVE ST              ",2020-07-18,"29",8937,46069
"R552","PA-PATH JOURNAL SQUARE        ",2020-07-18,"29",19161,59009
"R570","72ND STREET - 2 AVENUE        ",2020-07-18,"29",38916,174839
"R571","86TH STREET - 2 AVENUE        ",2020-07-18,"29",24268,149079
"R572","96TH STREET - 2 AVENUE        ",2020-07-18,"29",23016,111036
"R001","WHITEHALL STREET              ",2020-07-25,"30",24463,183575
"R003","CYPRESS HILLS                 ",2020-07-25,"30",2956,7407
"R004","75TH STREET & ELDERTS LANE    ",2020-07-25,"30",7060,19476
"R005","85TH STREET & FOREST PKWAY    ",2020-07-25,"30",7558,20510
"R006","WOODHAVEN BOULEVARD           ",2020-07-25,"30",8180,23982
"R007","104TH STREET                  ",2020-07-25,"30",5189,13408
"R008","111TH STREET                  ",2020-07-25,"30",3708,10208
"R009","121ST STREET                  ",2020-07-25,"30",3731,11778
"R010","42ND STREET & 8TH AVENUE      ",2020-07-25,"30",27771,211844
"R011","42ND STREET & 8TH AVENUE      ",2020-07-25,"30",76052,406046
"R012","34TH STREET & 8TH AVENUE      ",2020-07-25,"30",53954,364955
"R013","34TH STREET & 8TH AVENUE      ",2020-07-25,"30",16176,122584
"R014","FULTON STREET                 ",2020-07-25,"30",54222,366767
"R015","FIFTH AVENUE                  ",2020-07-25,"30",17804,143203
"R016","LEXINGTON AVENUE              ",2020-07-25,"30",5311,40608
"R017","LEXINGTON AVENUE              ",2020-07-25,"30",30141,201831
"R018","ROOSEVELT AVE/JACKSON HTS     ",2020-07-25,"30",98985,296150
"R019","179TH STREET & HILLSIDE AVE   ",2020-07-25,"30",31932,85077
"R020","47-50 STREETS/ROCKEFELLER     ",2020-07-25,"30",50976,346295
"R021","42ND STREET & 6TH AVENUE      ",2020-07-25,"30",34833,254907
"R022","34TH STREET & 6TH AVENUE      ",2020-07-25,"30",77482,430372
"R023","34TH STREET & 6TH AVENUE      ",2020-07-25,"30",48250,316643
"R024","SUTPHIN BOULEVARD             ",2020-07-25,"30",34849,125317
"R025","JAMAICA CENTER-PARSONS BLVD   ",2020-07-25,"30",57046,133158
"R027","WALL STREET                   ",2020-07-25,"30",14225,138597
"R028","FULTON & WILLIAM STREETS      ",2020-07-25,"30",22126,166988
"R029","PARK PLACE                    ",2020-07-25,"30",32565,271587
"R030","CHAMBERS STREET               ",2020-07-25,"30",12166,101229
"R031","34TH STREET & 7TH AVENUE      ",2020-07-25,"30",27272,186780
"R032","42ND STREET/TIMES SQUARE      ",2020-07-25,"30",36041,237959
"R033","42ND STREET/TIMES SQUARE      ",2020-07-25,"30",39326,368161
"R034","125TH STREET & BROADWAY       ",2020-07-25,"30",9600,33701
"R035","168TH STREET & BROADWAY       ",2020-07-25,"30",36480,112587
"R036","DYCKMAN STREET                ",2020-07-25,"30",13898,34339
"R037","207TH STREET                  ",2020-07-25,"30",11399,28226
"R038","215TH STREET                  ",2020-07-25,"30",2276,8288
"R039","225TH STREET                  ",2020-07-25,"30",9660,25252
"R040","231ST STREET                  ",2020-07-25,"30",15765,44545
"R041","BOWLING GREEN & BATTERY PL    ",2020-07-25,"30",16075,114847
"R042","BOWLING GREEN & BROADWAY      ",2020-07-25,"30",3978,31555
"R043","WALL STREET                   ",2020-07-25,"30",12997,103067
"R044","BROOKLYN BRIDGE               ",2020-07-25,"30",19924,163818
"R045","42ND STREET & GRAND CENTRAL   ",2020-07-25,"30",4,124269
"R046","42ND STREET & GRAND CENTRAL   ",2020-07-25,"30",55744,431996
"R047","42ND STREET & GRAND CENTRAL   ",2020-07-25,"30",27337,236158
"R048","42ND STREET & 3RD AVENUE      ",2020-07-25,"30",10684,71007
"R049","51ST STREET & LEXINGTON AVE   ",2020-07-25,"30",11461,115098
"R050","59TH STREET & LEXINGTON AVE   ",2020-07-25,"30",19106,132230
"R051","59TH STREET & LEXINGTON AVE   ",2020-07-25,"30",39861,168551
"R052","WOODLAWN ROAD                 ",2020-07-25,"30",12068,28608
"R053","149TH STREET & 3RD AVENUE     ",2020-07-25,"30",36090,102327
"R054","FIFTH AVENUE & 42ND STREET    ",2020-07-25,"30",12564,79577
"R055","MAIN STREET                   ",2020-07-25,"30",88064,270416
"R056","NEVINS STREET                 ",2020-07-25,"30",12761,51573
"R057","BARCLAYS CENTER               ",2020-07-25,"30",52525,228585
"R058","BERGEN STREET                 ",2020-07-25,"30",3368,20633
"R059","GRAND ARMY PLAZA              ",2020-07-25,"30",6845,43866
"R060","EASTERN PARKWAY               ",2020-07-25,"30",3537,11084
"R061","NOSTRAND AVENUE               ",2020-07-25,"30",5161,34687
"R062","UTICA AVENUE                  ",2020-07-25,"30",48672,125976
"R063","SUTTER AVENUE                 ",2020-07-25,"30",13222,33832
"R064","SARATOGA AVENUE               ",2020-07-25,"30",10919,27146
"R065","ROCKAWAY AVENUE               ",2020-07-25,"30",9198,23750
"R066","JUNIUS STREET                 ",2020-07-25,"30",3466,10565
"R067","PENNSYLVANIA AVENUE           ",2020-07-25,"30",8185,21852
"R068","VAN SICLEN AVENUE             ",2020-07-25,"30",5338,14319
"R069","NEW LOTS AVENUE               ",2020-07-25,"30",10591,25428
"R070","ST GEORGE TERMINAL            ",2020-07-25,"30",8911,48284
"R072","34TH STREET - HUDSON YARDS    ",2020-07-25,"30",16041,121974
"R079","FIFTH AVENUE & 60TH STREET    ",2020-07-25,"30",17284,95895
"R080","57TH STREET & 7TH AVENUE      ",2020-07-25,"30",30213,190512
"R081","49TH STREET & 7TH AVENUE      ",2020-07-25,"30",13075,144222
"R082","28TH STREET & BROADWAY        ",2020-07-25,"30",9164,75847
"R083","23RD STREET & 5TH AVENUE      ",2020-07-25,"30",15388,129867
"R084","59TH STREET/COLUMBUS CIRCLE   ",2020-07-25,"30",66070,387089
"R085","8TH STREET & BROADWAY         ",2020-07-25,"30",10115,97366
"R086","PRINCE STREET & BROADWAY      ",2020-07-25,"30",9372,79546
"R087","CITY HALL                     ",2020-07-25,"30",4408,29764
"R088","CORTLANDT STREET              ",2020-07-25,"30",11889,117395
"R089","JAY ST-METROTECH              ",2020-07-25,"30",3106,19901
"R090","39TH AVENUE & 31ST STREET     ",2020-07-25,"30",3575,12930
"R091","36TH AVENUE & 31ST STREET     ",2020-07-25,"30",9309,28529
"R092","BROADWAY & 31ST STREET        ",2020-07-25,"30",15148,51228
"R093","30TH AVENUE & 31ST STREET     ",2020-07-25,"30",19665,86372
"R094","ASTORIA BLVD & 31ST STREET    ",2020-07-25,"30",11520,
"R095","DITMARS BLVD & 31ST STREET    ",2020-07-25,"30",21062,84017
"R096","82ND STREET-JACKSON HEIGHTS   ",2020-07-25,"30",26824,82742
"R097","JUNCTION BLVD-ROOSEVELT AVE   ",2020-07-25,"30",55014,129172
"R098","CHURCH AVENUE                 ",2020-07-25,"30",29449,93343
"R099","DEKALB AVENUE                 ",2020-07-25,"30",25764,113659
"R100","METROPOLITAN AVENUE           ",2020-07-25,"30",6351,16320
"R101","145TH STREET                  ",2020-07-25,"30",32849,132057
"R102","125TH STREET                  ",2020-07-25,"30",41581,159640
"R103","BROADWAY-EAST NEW YORK        ",2020-07-25,"30",16260,39744
"R104","167TH ST-GRAND CONCOURSE      ",2020-07-25,"30",18385,48510
"R105","14TH STREET & 7TH AVENUE      ",2020-07-25,"30",22889,131982
"R106","CASTLE HILL AVENUE            ",2020-07-25,"30",12001,32655
"R107","WESTCHESTER SQUARE            ",2020-07-25,"30",9650,27220
"R108","BOROUGH HALL - COURT STREET   ",2020-07-25,"30",29713,170680
"R109","CHURCH AVENUE & NOSTRAND AV   ",2020-07-25,"30",16542,49662
"R110","FLATBUSH AVE & NOSTRAND AV    ",2020-07-25,"30",27278,69712
"R111","23RD STREET & 8TH AVENUE      ",2020-07-25,"30",21133,130822
"R112","FORDHAM RD/GRAND CONCOURSE    ",2020-07-25,"30",21598,63251
"R113","SEVENTH AVENUE & WEST 53RD    ",2020-07-25,"30",10472,104198
"R114","PARSONS BLVD & HILLSIDE AV    ",2020-07-25,"30",12611,32049
"R115","169TH STREET & HILLSIDE AVE   ",2020-07-25,"30",13297,40808
"R116","50TH STREET & 7TH AVENUE      ",2020-07-25,"30",12442,147218
"R117","242ND STREET & BROADWAY       ",2020-07-25,"30",12603,29681
"R118","CANAL STREET                  ",2020-07-25,"30",12785,72270
"R119","FORDHAM ROAD & JEROME AVE     ",2020-07-25,"30",20120,52069
"R120","MORRISON AVE & WESTCHESTER    ",2020-07-25,"30",12801,32360
"R121","QUEENSBORO PLAZA              ",2020-07-25,"30",17360,104301
"R122","90TH STREET/ELMHURST AVENUE   ",2020-07-25,"30",36005,92761
"R123","FRANKLIN AVE/EASTERN PKWY     ",2020-07-25,"30",16591,97234
"R124","KINGSTON AVE/EASTERN PKWY     ",2020-07-25,"30",6488,25851
"R125","BROAD STREET & WALL STREET    ",2020-07-25,"30",6485,44474
"R126","175TH STREET/FT WASHINGTON    ",2020-07-25,"30",17234,77714
"R127","JAY ST-METROTECH              ",2020-07-25,"30",32657,178089
"R128","SUTPHIN BLVD-HILLSIDE AVE     ",2020-07-25,"30",7894,22977
"R129","BERGEN STREET-SMITH STREET    ",2020-07-25,"30",11307,64380
"R130","KINGS HIGHWAY-MCDONALD AVE    ",2020-07-25,"30",5426,18096
"R131","23RD STREET-PARK AVE SOUTH    ",2020-07-25,"30",19809,132317
"R132","125TH STREET-LEXINGTON AVE    ",2020-07-25,"30",37893,136810
"R133","MOSHOLU PARKWAY-JEROME AVE    ",2020-07-25,"30",16638,42431
"R134","HUNTERS PT AVE-49TH AVE       ",2020-07-25,"30",7653,37397
"R135","NEWKIRK AVE-NOSTRAND AVE      ",2020-07-25,"30",12598,30507
"R136","SHEEPSHEAD BAY ROAD           ",2020-07-25,"30",23291,71752
"R137","MYRTLE AVE-GATES AVENUE       ",2020-07-25,"30",35982,99068
"R138","WEST 4TH ST-WASHINGTON SQ     ",2020-07-25,"30",37588,260178
"R139","CANAL STREET-LISPENARD ST     ",2020-07-25,"30",15379,122685
"R140","QUEENS PLAZA-JACKSON AVE      ",2020-07-25,"30",11931,75100
"R141","71ST AVE-CONTINENTAL AVE      ",2020-07-25,"30",36098,129925
"R142","ESSEX ST-DELANCEY ST          ",2020-07-25,"30",35002,164016
"R143","28TH STREET-PARK AVE SOUTH    ",2020-07-25,"30",21170,107285
"R144","96TH STREET-LEXINGTON AVE     ",2020-07-25,"30",24790,83531
"R145","241ST ST-WHITE PLAINS RD      ",2020-07-25,"30",7306,24389
"R146","HUNTS PT AVE-SOUTHERN BLVD    ",2020-07-25,"30",19086,47369
"R147","61ST STREET-ROOSEVELT AVE     ",2020-07-25,"30",29318,98738
"R148","PARKSIDE AVE-OCEAN AVE        ",2020-07-25,"30",11749,40870
"R149","NEWKIRK PLAZA                 ",2020-07-25,"30",17325,59371
"R150","AVENUE U-EAST 16TH STREET     ",2020-07-25,"30",12937,39197
"R151","STILLWELL AVE-CONEY ISLAND    ",2020-07-25,"30",32012,120902
"R152","ROCKAWAY PKWY-GLENWOOD RD     ",2020-07-25,"30",16370,53291
"R153","UTICA AVE-STUYVESANT AVE      ",2020-07-25,"30",22375,86176
"R154","TREMONT AVE-179TH ST          ",2020-07-25,"30",17357,49540
"R155","KINGSBRIDGE RD-196TH ST       ",2020-07-25,"30",14843,41648
"R156","BEDFORD PARK BLVD-203RD ST    ",2020-07-25,"30",11554,34408
"R157","205TH ST-BAINBRIDGE AVE       ",2020-07-25,"30",17466,43326
"R158","UNION TURNPIKE-KEW GARDENS    ",2020-07-25,"30",36424,105402
"R159","116TH STREET-COLUMBIA         ",2020-07-25,"30",7500,64562
"R160","ASTOR PLACE-4 AVENUE          ",2020-07-25,"30",12214,98189
"R161","KINGSBRIDGE RD-JEROME AVE     ",2020-07-25,"30",15898,43784
"R162","ELDER AVE-WESTCHESTER AVE     ",2020-07-25,"30",13040,34446
"R163","14TH STREET-6TH AVENUE        ",2020-07-25,"30",21818,131307
"R164","66TH STREET-BROADWAY          ",2020-07-25,"30",14563,108573
"R165","TOMPKINSVILLE                 ",2020-07-25,"30",1254,2722
"R166","79TH STREET-BROADWAY          ",2020-07-25,"30",14803,81768
"R167","86TH STREET-BROADWAY          ",2020-07-25,"30",18789,92336
"R168","96TH STREET-BROADWAY          ",2020-07-25,"30",41294,231038
"R169","137TH STREET-BROADWAY         ",2020-07-25,"30",16928,52023
"R170","14TH STREET-UNION SQUARE      ",2020-07-25,"30",99602,573256
"R171","7TH AVENUE-PARK PLACE         ",2020-07-25,"30",9120,57288
