"REMOTE","STATION","date","weeknumber","Total_2020","Total_2019"
"R563","SBS-B46 @ LIVINGSTON PLAZA    ",2020-11-14,"46",477,1044
"R564","SBS-Q44 @ LIVINGSTON PLAZA    ",2020-11-14,"46",576,1097
"R567","SBS-M23 @ LIVINGSTON PLAZA    ",2020-11-14,"46",68,138
"R568","SBS-M79 @ LIVINGSTON PLAZA    ",2020-11-14,"46",34,86
"R569","SBS-BX6 @ LIVINGSTON PLAZA    ",2020-11-14,"46",256,625
"R570","72ND STREET - 2 AVENUE        ",2020-11-14,"46",57795,207727
"R571","86TH STREET - 2 AVENUE        ",2020-11-14,"46",40383,174506
"R572","96TH STREET - 2 AVENUE        ",2020-11-14,"46",32670,128041
"R573","SBS-Q52/53 @ LIVINGSTON PLAZA ",2020-11-14,"46",478,1162
"R574","SBS-B82 @ LIVINGSTON PLAZA    ",2020-11-14,"46",277,749
"R575","SBS-M14 @ LIVINGSTON PLAZA    ",2020-11-14,"46",229,649
"R001","WHITEHALL STREET              ",2020-11-21,"47",28265,158176
"R003","CYPRESS HILLS                 ",2020-11-21,"47",3913,8411
"R004","75TH STREET & ELDERTS LANE    ",2020-11-21,"47",10063,21488
"R005","85TH STREET & FOREST PKWAY    ",2020-11-21,"47",10419,21910
"R006","WOODHAVEN BOULEVARD           ",2020-11-21,"47",11471,26407
"R007","104TH STREET                  ",2020-11-21,"47",6479,14368
"R008","111TH STREET                  ",2020-11-21,"47",5435,12032
"R009","121ST STREET                  ",2020-11-21,"47",5004,11970
"R010","42ND STREET & 8TH AVENUE      ",2020-11-21,"47",37017,213234
"R011","42ND STREET & 8TH AVENUE      ",2020-11-21,"47",97352,406362
"R012","34TH STREET & 8TH AVENUE      ",2020-11-21,"47",72080,368632
"R013","34TH STREET & 8TH AVENUE      ",2020-11-21,"47",23850,123158
"R014","FULTON STREET                 ",2020-11-21,"47",72592,345870
"R015","FIFTH AVENUE                  ",2020-11-21,"47",24525,158240
"R016","LEXINGTON AVENUE              ",2020-11-21,"47",7685,42782
"R017","LEXINGTON AVENUE              ",2020-11-21,"47",40919,206555
"R018","ROOSEVELT AVE/JACKSON HTS     ",2020-11-21,"47",117555,294278
"R019","179TH STREET & HILLSIDE AVE   ",2020-11-21,"47",34760,90124
"R020","47-50 STREETS/ROCKEFELLER     ",2020-11-21,"47",72988,368748
"R021","42ND STREET & 6TH AVENUE      ",2020-11-21,"47",48367,260713
"R022","34TH STREET & 6TH AVENUE      ",2020-11-21,"47",102181,442359
"R023","34TH STREET & 6TH AVENUE      ",2020-11-21,"47",67818,315760
"R024","SUTPHIN BOULEVARD             ",2020-11-21,"47",37227,113420
"R025","JAMAICA CENTER-PARSONS BLVD   ",2020-11-21,"47",47318,138147
"R027","WALL STREET                   ",2020-11-21,"47",20822,113717
"R028","FULTON & WILLIAM STREETS      ",2020-11-21,"47",31425,154419
"R029","PARK PLACE                    ",2020-11-21,"47",44166,268439
"R030","CHAMBERS STREET               ",2020-11-21,"47",19125,117179
"R031","34TH STREET & 7TH AVENUE      ",2020-11-21,"47",36081,204876
"R032","42ND STREET/TIMES SQUARE      ",2020-11-21,"47",49251,237142
"R033","42ND STREET/TIMES SQUARE      ",2020-11-21,"47",60507,348956
"R034","125TH STREET & BROADWAY       ",2020-11-21,"47",14457,47968
"R035","168TH STREET & BROADWAY       ",2020-11-21,"47",52074,113546
"R036","DYCKMAN STREET                ",2020-11-21,"47",19980,42245
"R037","207TH STREET                  ",2020-11-21,"47",15480,33551
"R038","215TH STREET                  ",2020-11-21,"47",3489,11567
"R039","225TH STREET                  ",2020-11-21,"47",12032,29983
"R040","231ST STREET                  ",2020-11-21,"47",19457,51404
"R041","BOWLING GREEN & BATTERY PL    ",2020-11-21,"47",19625,109204
"R042","BOWLING GREEN & BROADWAY      ",2020-11-21,"47",4590,22473
"R043","WALL STREET                   ",2020-11-21,"47",18297,108722
"R044","BROOKLYN BRIDGE               ",2020-11-21,"47",28959,157540
"R045","42ND STREET & GRAND CENTRAL   ",2020-11-21,"47",11174,117230
"R046","42ND STREET & GRAND CENTRAL   ",2020-11-21,"47",75373,404668
"R047","42ND STREET & GRAND CENTRAL   ",2020-11-21,"47",44782,242967
"R048","42ND STREET & 3RD AVENUE      ",2020-11-21,"47",11392,74691
"R049","51ST STREET & LEXINGTON AVE   ",2020-11-21,"47",19307,124739
"R050","59TH STREET & LEXINGTON AVE   ",2020-11-21,"47",28237,136722
"R051","59TH STREET & LEXINGTON AVE   ",2020-11-21,"47",59060,176904
"R052","WOODLAWN ROAD                 ",2020-11-21,"47",11698,28080
"R053","149TH STREET & 3RD AVENUE     ",2020-11-21,"47",43184,112868
"R054","FIFTH AVENUE & 42ND STREET    ",2020-11-21,"47",17373,83020
"R055","MAIN STREET                   ",2020-11-21,"47",97013,215309
"R056","NEVINS STREET                 ",2020-11-21,"47",14186,60321
"R057","BARCLAYS CENTER               ",2020-11-21,"47",76072,257238
"R058","BERGEN STREET                 ",2020-11-21,"47",5576,24372
"R059","GRAND ARMY PLAZA              ",2020-11-21,"47",12218,47870
"R060","EASTERN PARKWAY               ",2020-11-21,"47",7101,24889
"R061","NOSTRAND AVENUE               ",2020-11-21,"47",7283,24579
"R062","UTICA AVENUE                  ",2020-11-21,"47",51635,131855
"R063","SUTTER AVENUE                 ",2020-11-21,"47",15452,36525
"R064","SARATOGA AVENUE               ",2020-11-21,"47",12829,28314
"R065","ROCKAWAY AVENUE               ",2020-11-21,"47",10866,25998
"R066","JUNIUS STREET                 ",2020-11-21,"47",4774,11345
"R067","PENNSYLVANIA AVENUE           ",2020-11-21,"47",9723,23252
"R068","VAN SICLEN AVENUE             ",2020-11-21,"47",6254,14720
"R069","NEW LOTS AVENUE               ",2020-11-21,"47",11857,26592
"R070","ST GEORGE TERMINAL            ",2020-11-21,"47",10602,45984
"R072","34TH STREET - HUDSON YARDS    ",2020-11-21,"47",22030,132445
"R079","FIFTH AVENUE & 60TH STREET    ",2020-11-21,"47",27553,95603
"R080","57TH STREET & 7TH AVENUE      ",2020-11-21,"47",43050,211769
"R081","49TH STREET & 7TH AVENUE      ",2020-11-21,"47",22261,143371
"R082","28TH STREET & BROADWAY        ",2020-11-21,"47",15440,83612
"R083","23RD STREET & 5TH AVENUE      ",2020-11-21,"47",23613,139384
"R084","59TH STREET/COLUMBUS CIRCLE   ",2020-11-21,"47",101012,461711
"R085","8TH STREET & BROADWAY         ",2020-11-21,"47",19178,117440
"R086","PRINCE STREET & BROADWAY      ",2020-11-21,"47",16190,85011
"R087","CITY HALL                     ",2020-11-21,"47",6044,33845
"R088","CORTLANDT STREET              ",2020-11-21,"47",19640,117138
"R089","JAY ST-METROTECH              ",2020-11-21,"47",4138,22778
"R090","39TH AVENUE & 31ST STREET     ",2020-11-21,"47",5756,15266
"R091","36TH AVENUE & 31ST STREET     ",2020-11-21,"47",13597,35974
"R092","BROADWAY & 31ST STREET        ",2020-11-21,"47",23301,64362
"R093","30TH AVENUE & 31ST STREET     ",2020-11-21,"47",27922,105757
"R094","ASTORIA BLVD & 31ST STREET    ",2020-11-21,"47",17707,
"R095","DITMARS BLVD & 31ST STREET    ",2020-11-21,"47",30018,109919
"R096","82ND STREET-JACKSON HEIGHTS   ",2020-11-21,"47",42465,93670
"R097","JUNCTION BLVD-ROOSEVELT AVE   ",2020-11-21,"47",69785,127472
"R098","CHURCH AVENUE                 ",2020-11-21,"47",35016,72898
"R099","DEKALB AVENUE                 ",2020-11-21,"47",33957,119574
"R100","METROPOLITAN AVENUE           ",2020-11-21,"47",7590,17840
"R101","145TH STREET                  ",2020-11-21,"47",44128,139959
"R102","125TH STREET                  ",2020-11-21,"47",53717,161411
"R103","BROADWAY-EAST NEW YORK        ",2020-11-21,"47",16870,41202
"R104","167TH ST-GRAND CONCOURSE      ",2020-11-21,"47",22592,51591
"R105","14TH STREET & 7TH AVENUE      ",2020-11-21,"47",35933,140012
"R106","CASTLE HILL AVENUE            ",2020-11-21,"47",15248,34943
"R107","WESTCHESTER SQUARE            ",2020-11-21,"47",11664,28883
"R108","BOROUGH HALL - COURT STREET   ",2020-11-21,"47",40269,188044
"R109","CHURCH AVENUE & NOSTRAND AV   ",2020-11-21,"47",20838,53217
"R110","FLATBUSH AVE & NOSTRAND AV    ",2020-11-21,"47",29751,97585
"R111","23RD STREET & 8TH AVENUE      ",2020-11-21,"47",31215,148886
"R112","FORDHAM RD/GRAND CONCOURSE    ",2020-11-21,"47",25713,64723
"R113","SEVENTH AVENUE & WEST 53RD    ",2020-11-21,"47",14816,107814
"R114","PARSONS BLVD & HILLSIDE AV    ",2020-11-21,"47",17112,38631
"R115","169TH STREET & HILLSIDE AVE   ",2020-11-21,"47",16392,43713
"R116","50TH STREET & 7TH AVENUE      ",2020-11-21,"47",20703,160933
"R117","242ND STREET & BROADWAY       ",2020-11-21,"47",13905,34885
"R118","CANAL STREET                  ",2020-11-21,"47",18252,65599
"R119","FORDHAM ROAD & JEROME AVE     ",2020-11-21,"47",24494,53658
"R120","MORRISON AVE & WESTCHESTER    ",2020-11-21,"47",15775,35136
"R121","QUEENSBORO PLAZA              ",2020-11-21,"47",26283,89703
"R122","90TH STREET/ELMHURST AVENUE   ",2020-11-21,"47",49815,102510
"R123","FRANKLIN AVE/EASTERN PKWY     ",2020-11-21,"47",23333,87812
"R124","KINGSTON AVE/EASTERN PKWY     ",2020-11-21,"47",10319,29263
"R125","BROAD STREET & WALL STREET    ",2020-11-21,"47",8366,43850
"R126","175TH STREET/FT WASHINGTON    ",2020-11-21,"47",23945,79003
"R127","JAY ST-METROTECH              ",2020-11-21,"47",42273,212112
"R128","SUTPHIN BLVD-HILLSIDE AVE     ",2020-11-21,"47",11785,27199
"R129","BERGEN STREET-SMITH STREET    ",2020-11-21,"47",18059,69069
"R130","KINGS HIGHWAY-MCDONALD AVE    ",2020-11-21,"47",6831,22810
"R131","23RD STREET-PARK AVE SOUTH    ",2020-11-21,"47",29215,173931
"R132","125TH STREET-LEXINGTON AVE    ",2020-11-21,"47",47215,145359
"R133","MOSHOLU PARKWAY-JEROME AVE    ",2020-11-21,"47",21064,46106
"R134","HUNTERS PT AVE-49TH AVE       ",2020-11-21,"47",8404,36233
"R135","NEWKIRK AVE-NOSTRAND AVE      ",2020-11-21,"47",16012,40450
"R136","SHEEPSHEAD BAY ROAD           ",2020-11-21,"47",28419,68360
"R137","MYRTLE AVE-GATES AVENUE       ",2020-11-21,"47",43630,105677
"R138","WEST 4TH ST-WASHINGTON SQ     ",2020-11-21,"47",62066,283594
"R139","CANAL STREET-LISPENARD ST     ",2020-11-21,"47",22647,122953
"R140","QUEENS PLAZA-JACKSON AVE      ",2020-11-21,"47",16029,85016
"R141","71ST AVE-CONTINENTAL AVE      ",2020-11-21,"47",42791,138277
"R142","ESSEX ST-DELANCEY ST          ",2020-11-21,"47",44942,174775
"R143","28TH STREET-PARK AVE SOUTH    ",2020-11-21,"47",29535,119650
"R144","96TH STREET-LEXINGTON AVE     ",2020-11-21,"47",34433,102003
"R145","241ST ST-WHITE PLAINS RD      ",2020-11-21,"47",8982,24639
"R146","HUNTS PT AVE-SOUTHERN BLVD    ",2020-11-21,"47",22991,54423
"R147","61ST STREET-ROOSEVELT AVE     ",2020-11-21,"47",40754,101114
"R148","PARKSIDE AVE-OCEAN AVE        ",2020-11-21,"47",14076,27495
"R149","NEWKIRK PLAZA                 ",2020-11-21,"47",22622,48617
"R150","AVENUE U-EAST 16TH STREET     ",2020-11-21,"47",15829,36096
"R151","STILLWELL AVE-CONEY ISLAND    ",2020-11-21,"47",26934,55249
"R152","ROCKAWAY PKWY-GLENWOOD RD     ",2020-11-21,"47",20022,50218
"R153","UTICA AVE-STUYVESANT AVE      ",2020-11-21,"47",28573,88346
"R154","TREMONT AVE-179TH ST          ",2020-11-21,"47",21719,52435
"R155","KINGSBRIDGE RD-196TH ST       ",2020-11-21,"47",17309,44851
"R156","BEDFORD PARK BLVD-203RD ST    ",2020-11-21,"47",14836,38550
"R157","205TH ST-BAINBRIDGE AVE       ",2020-11-21,"47",20122,46619
"R158","UNION TURNPIKE-KEW GARDENS    ",2020-11-21,"47",37426,124225
"R159","116TH STREET-COLUMBIA         ",2020-11-21,"47",13706,101811
"R160","ASTOR PLACE-4 AVENUE          ",2020-11-21,"47",19618,107325
"R161","KINGSBRIDGE RD-JEROME AVE     ",2020-11-21,"47",20229,51245
"R162","ELDER AVE-WESTCHESTER AVE     ",2020-11-21,"47",18079,38392
"R163","14TH STREET-6TH AVENUE        ",2020-11-21,"47",33905,147989
"R164","66TH STREET-BROADWAY          ",2020-11-21,"47",24348,149752
"R165","TOMPKINSVILLE                 ",2020-11-21,"47",1395,2824
"R166","79TH STREET-BROADWAY          ",2020-11-21,"47",25004,95383
"R167","86TH STREET-BROADWAY          ",2020-11-21,"47",30822,112959
"R168","96TH STREET-BROADWAY          ",2020-11-21,"47",63446,227338
"R169","137TH STREET-BROADWAY         ",2020-11-21,"47",25736,76592
"R170","14TH STREET-UNION SQUARE      ",2020-11-21,"47",142934,603023
"R171","7TH AVENUE-PARK PLACE         ",2020-11-21,"47",15280,48291
"R172","BRIGHTON BEACH-CONEY ISLAND   ",2020-11-21,"47",28439,63896
"R173","207TH STREET-BROADWAY         ",2020-11-21,"47",16902,50905
"R174","181ST STREET-FT WASH AVE      ",2020-11-21,"47",22181,61381
"R175","8TH AVENUE-14TH STREET        ",2020-11-21,"47",56666,267249
"R176","33RD STREET-PARK AVENUE       ",2020-11-21,"47",40427,168238
"R177","68TH STREET-HUNTER COLLEGE    ",2020-11-21,"47",35866,148836
"R178","77TH STREET-LEXINGTON AVE     ",2020-11-21,"47",53424,153131
"R179","86TH STREET-LEXINGTON AVE     ",2020-11-21,"47",78399,262447
"R180","103RD STREET-LEXINGTON AVE    ",2020-11-21,"47",29044,77214
"R181","110TH STREET-LEXINGTON AVE    ",2020-11-21,"47",23136,62100
"R182","116TH STREET-LEXINGTON AVE    ",2020-11-21,"47",30596,81835
"R183","BEDFORD PARK BLVD-JEROME AV   ",2020-11-21,"47",9872,29365
"R184","CORTELYOU RD-EAST 16TH ST     ",2020-11-21,"47",14511,29837
"R185","DYCKMAN STREET-BROADWAY       ",2020-11-21,"47",14581,41106
"R186","86TH ST-CENTRAL PARK WEST     ",2020-11-21,"47",17281,62107
"R187","81ST STREET-MUSEUM            ",2020-11-21,"47",17726,72719
"R188","50TH STREET-8TH AVENUE        ",2020-11-21,"47",22567,134489
"R189","CHRISTOPHER ST-SHERIDAN SQ    ",2020-11-21,"47",13365,70277
"R190","23RD STREET-7TH AVENUE        ",2020-11-21,"47",18792,91342
"R191","103RD STREET-BROADWAY         ",2020-11-21,"47",22479,72484
"R192","110TH STREET-BROADWAY         ",2020-11-21,"47",20655,74337
"R193","157TH STREET-BROADWAY         ",2020-11-21,"47",23899,75251
"R194","BLEECKER ST-LAFAYETTE ST      ",2020-11-21,"47",21589,101191
"R195","161ST STREET-YANKEE STADIUM   ",2020-11-21,"47",45562,126839
"R196","PROSPECT PARK-EMPIRE BLVD     ",2020-11-21,"47",20438,53108
"R197","36TH STREET-4TH AVENUE        ",2020-11-21,"47",32908,80585
"R198","NOSTRAND AVE-FULTON ST        ",2020-11-21,"47",29500,101206
"R199","KINGSTON AVE-THROOP AVE       ",2020-11-21,"47",10624,40292
"R200","EUCLID AVE-PITKIN AVE         ",2020-11-21,"47",21875,54112
"R201","WOODHAVEN BLVD-QUEENS BLVD    ",2020-11-21,"47",42482,107231
"R202","63RD DRIVE-REGO PARK          ",2020-11-21,"47",33044,87800
"R203","23RD STREET-6TH AVENUE        ",2020-11-21,"47",21926,100911
"R204","CHURCH AVE-MCDONALD AVE       ",2020-11-21,"47",22430,57918
"R205","149TH ST-GRAND CONCOURSE      ",2020-11-21,"47",25276,72445
"R206","125TH STREET-LENOX AVENUE     ",2020-11-21,"47",25419,84970
"R207","135TH STREET-LENOX AVENUE     ",2020-11-21,"47",27688,81392
"R208","103RD ST-ROOSEVELT AVE        ",2020-11-21,"47",60814,118774
"R209","STERLING ST-NOSTRAND AVE      ",2020-11-21,"47",12052,32121
"R210","BEVERLY RD-NOSTRAND AVE       ",2020-11-21,"47",10093,26004
"R211","KINGS HIGHWAY-EAST 16TH ST    ",2020-11-21,"47",40133,93931
"R212","59TH STREET-4TH AVENUE        ",2020-11-21,"47",30930,69266
"R213","BAY RIDGE AVE-4TH AVENUE      ",2020-11-21,"47",16936,45487
"R214","77TH STREET-4TH AVENUE        ",2020-11-21,"47",12111,32556
"R215","86TH STREET-4TH AVENUE        ",2020-11-21,"47",21483,56198
"R216","BAY RIDGE - 95TH STREET       ",2020-11-21,"47",12013,33330
"R217","HOYT ST-SCHERMERHORN ST       ",2020-11-21,"47",20529,68491
"R218","ELMHURST AVE-BROADWAY         ",2020-11-21,"47",31417,73179
"R219","67TH AVENUE-QUEENS BLVD       ",2020-11-21,"47",16612,50555
"R220","CARROLL ST-PRESIDENT ST       ",2020-11-21,"47",18779,72053
"R221","167TH STREET-RIVER AVENUE     ",2020-11-21,"47",21265,49602
"R222","177TH STREET-PARKCHESTER      ",2020-11-21,"47",33198,82904
"R223","46TH ST-BLISS ST              ",2020-11-21,"47",29797,77078
"R224","CLARK STREET-HENRY STREET     ",2020-11-21,"47",8537,26037
"R225","HOYT STREET-HOYT STREET       ",2020-11-21,"47",8832,19839
"R226","GUN HILL ROAD-SEYMOUR         ",2020-11-21,"47",6124,13579
"R227","RECTOR STREET-CHURCH STREET   ",2020-11-21,"47",6665,36998
"R228","AVENUE J-EAST 16TH STREET     ",2020-11-21,"47",13823,26035
"R229","AVENUE M-EAST 16TH STREET     ",2020-11-21,"47",13511,26347
"R230","NECK ROAD-EAST 16TH STREET    ",2020-11-21,"47",9601,24853
"R231","UNION STREET-4TH AVENUE       ",2020-11-21,"47",12746,45153
"R232","45TH STREET-4TH AVENUE        ",2020-11-21,"47",19515,45717
"R233","53RD STREET-4TH AVENUE        ",2020-11-21,"47",24069,49526
"R234","50TH STREET-NEW UTRECHT AVE   ",2020-11-21,"47",9591,19104
"R235","BEDFORD AVE-NORTH 7TH ST      ",2020-11-21,"47",54944,153555
"R236","DEKALB AVE-WYCKOFF AVE        ",2020-11-21,"47",27190,62359
"R237","182ND STREET-183RD STREET     ",2020-11-21,"47",12122,28780
"R238","STEINWAY ST-BROADWAY          ",2020-11-21,"47",28608,86676
"R239","GREENPOINT AVE                ",2020-11-21,"47",21809,65776
"R240","GRAND ST-CHRISTIE ST          ",2020-11-21,"47",44365,155158
"R241","15TH ST-PROSPECT PARK WEST    ",2020-11-21,"47",8963,38281
"R242","18TH AVE-MCDONALD AVE         ",2020-11-21,"47",7925,23259
"R243","170TH STREET-JEROME AVENUE    ",2020-11-21,"47",19558,45187
"R244","BURNSIDE AVE-JEROME AVE       ",2020-11-21,"47",22162,56119
"R245","ST LAWRENCE AVE-WEST AVE      ",2020-11-21,"47",10276,24659
"R246","PROSPECT AVENUE-4TH AVENUE    ",2020-11-21,"47",10847,34817
"R247","55TH ST-NEW UTRECHT AVE       ",2020-11-21,"47",6469,12108
"R248","1ST AVENUE-14TH STREET        ",2020-11-21,"47",41233,96363
"R249","GRAHAM AVE-METROPOLITAN AVE   ",2020-11-21,"47",15895,53947
"R250","GRAND ST-BUSHWICK AVE         ",2020-11-21,"47",12398,34327
"R251","96TH ST-CENTRAL PARK WEST     ",2020-11-21,"47",16618,53225
"R252","HIGH ST-CADMAN PLAZA WEST     ",2020-11-21,"47",12529,73542
"R253","174TH-175TH ST-GRAND CONCOU   ",2020-11-21,"47",13001,28788
"R254","GRAND AVE-QUEENS BOULEVARD    ",2020-11-21,"47",38274,99426
"R255","VAN WYCK BLVD-MAIN STREET     ",2020-11-21,"47",10212,30123
"R256","NASSAU AVE-MANHATTAN AVE      ",2020-11-21,"47",18685,65939
"R257","EAST BROADWAY-MADISON ST      ",2020-11-21,"47",24373,76638
"R258","4TH AVENUE-9TH STREET         ",2020-11-21,"47",23713,74429
"R259","ROOSEVELT ISLAND              ",2020-11-21,"47",14702,45828
"R260","181ST STREET-ST NICHOLAS AV   ",2020-11-21,"47",29895,66981
"R261","40TH STREET-LOWERY STREET     ",2020-11-21,"47",19920,60488
"R262","BEVERLEY ROAD -EAST 15TH ST   ",2020-11-21,"47",7657,16444
"R263","AVENUE H-EAST 16TH STREET     ",2020-11-21,"47",6641,17645
"R264","OCEAN PKWAY-BRIGHTON BCH AV   ",2020-11-21,"47",8460,17616
"R265","MONTROSE AVENUE               ",2020-11-21,"47",13693,38190
"R266","HALSEY STREET-WYCKOFF AVE     ",2020-11-21,"47",17303,41953
"R267","46TH STREET-BROADWAY          ",2020-11-21,"47",17663,49764
"R268","METROPOLITAN AVE-LORIMER ST   ",2020-11-21,"47",26504,87440
"R269","BEDFORD AVENUE-NOSTRAND AVE   ",2020-11-21,"47",16169,53219
"R270","SMITH STREET-9TH STREET       ",2020-11-21,"47",9075,25350
"R271","AVENUE X-MCDONALD AVENUE      ",2020-11-21,"47",4650,14901
"R272","28TH STREET-7TH AVENUE        ",2020-11-21,"47",15103,92069
"R273","145TH STREET-BROADWAY         ",2020-11-21,"47",23075,61725
"R274","191ST STREET-ST NICHOLAS AV   ",2020-11-21,"47",4432,48064
"R275","183RD STREET-JEROME AVENUE    ",2020-11-21,"47",16385,30494
"R276","JACKSON AVENUE-VERNON BLVD    ",2020-11-21,"47",20678,92981
"R277","PRESIDENT ST-NOSTRAND AVE     ",2020-11-21,"47",6785,21939
"R278","25TH STREET-4TH AVENUE        ",2020-11-21,"47",6657,18125
"R279","JEFFERSON STREET-WYCKOFF AV   ",2020-11-21,"47",14573,43948
"R280","190TH STREET-OVERLOOK TERR    ",2020-11-21,"47",6430,30389
"R281","72ND STREET-CENTRAL PK WEST   ",2020-11-21,"47",14367,52411
"R282","SPRING STREET-6TH AVENUE      ",2020-11-21,"47",16434,90040
"R283","LAFAYETTE AVENUE-FULTON ST    ",2020-11-21,"47",9040,33477
"R284","CLINTON AVENUE-FULTON ST      ",2020-11-21,"47",9384,45479
"R285","MOTT AVENUE-BEACH 22ND ST     ",2020-11-21,"47",11432,22665
"R286","MYRTLE AVENUE-MARCY AVENUE    ",2020-11-21,"47",12570,35512
"R287","CLASSON AVENUE-LAFAYETTE AV   ",2020-11-21,"47",10562,32340
"R288","7TH AVENUE-9TH STREET         ",2020-11-21,"47",19949,74018
"R289","FT HAMILTON PKY-GREENWOOD     ",2020-11-21,"47",9705,37321
"R290","HOUSTON STREET-VARICK ST      ",2020-11-21,"47",15291,87268
"R291","33RD STREET-QUEENS BLVD       ",2020-11-21,"47",13374,61608
"R292","BAYCHESTER AVE-TILLOTSON      ",2020-11-21,"47",6869,21863
"R293","34TH STREET - PENN STATION    ",2020-11-21,"47",58446,292435
"R294","MORGAN AVENUE-HARRISON PL     ",2020-11-21,"47",14051,42387
"R295","WILSON AVENUE-MOFFAT STREET   ",2020-11-21,"47",10139,25586
"R296","163RD ST & AMSTERDAM AVE      ",2020-11-21,"47",9310,25983
"R297","FRANKLIN AVENUE-FULTON ST     ",2020-11-21,"47",11437,38532
"R298","NORTHERN BLVD-BROADWAY        ",2020-11-21,"47",14609,33940
"R299","BROADWAY - UNION AVENUE       ",2020-11-21,"47",12179,27261
"R300","2ND AVENUE-HOUSTON STREET     ",2020-11-21,"47",23620,97084
"R301","YORK STREET-JAY STREET        ",2020-11-21,"47",16294,71524
"R302","57TH STREET-6TH AVENUE        ",2020-11-21,"47",18325,103241
"R303","21ST STREET-QUEENSBRIDGE      ",2020-11-21,"47",18504,62165
"R304","RECTOR STREET-GREENWICH ST    ",2020-11-21,"47",7127,49305
"R305","WTC-CORTLANDT ST              ",2020-11-21,"47",10973,81524
"R306","238TH STREET-BROADWAY         ",2020-11-21,"47",9402,25234
"R307","138TH ST-GRAND CONCOURSE      ",2020-11-21,"47",7429,20054
"R308","MT EDEN AVENUE-JEROME AVE     ",2020-11-21,"47",13230,28795
"R309","176TH STREET-JEROME AVENUE    ",2020-11-21,"47",14113,32421
"R310","111TH STREET-ROOSEVELT AVE    ",2020-11-21,"47",36075,103494
"R311","BOWERY STREET-DELANCEY ST     ",2020-11-21,"47",6632,26710
"R312","WEST 6TH STREET-SURF AVENUE   ",2020-11-21,"47",4818,11169
"R313","BUSHWICK AVENUE-ABERDEEN ST   ",2020-11-21,"47",5418,11353
"R314","103RD ST-CENTRAL PARK WEST    ",2020-11-21,"47",8741,27863
"R315","155TH STREET-8TH AVENUE       ",2020-11-21,"47",8483,20252
"R316","FLUSHING AVENUE-MARCY AVE     ",2020-11-21,"47",7608,13826
"R317","LAFAYETTE AV-WASHINGTON AV    ",2020-11-21,"47",9126,31257
"R318","FULTON STREET-LAFAYETTE AV    ",2020-11-21,"47",12218,34567
"R319","63RD STREET-LEXINGTON AVE     ",2020-11-21,"47",34006,124552
"R320","CANAL STREET-VARICK STREET    ",2020-11-21,"47",6291,40118
"R321","18TH STREET-7TH AVENUE        ",2020-11-21,"47",9509,55409
"R322","SPRING STREET-LAFAYETTE ST    ",2020-11-21,"47",13435,69321
"R323","111TH STREET-LENOX AVENUE     ",2020-11-21,"47",14735,49457
"R324","116TH STREET-LENOX AVENUE     ",2020-11-21,"47",19295,62406
"R325","WHITLOCK AVE-WESTCHESTER AV   ",2020-11-21,"47",5086,10888
"R326","ZEREGA AVE-WESTCHESTER AVE    ",2020-11-21,"47",6089,15431
"R327","52ND STREET-ROOSEVELT AVE     ",2020-11-21,"47",14779,38167
"R328","WILLETS PT BLVD-ROOSEVELT     ",2020-11-21,"47",4975,10212
"R329","MORRIS PARK-PAULDING AVENUE   ",2020-11-21,"47",5277,14835
"R330","3RD AVENUE-14TH STREET        ",2020-11-21,"47",11581,32856
"R331","155TH STREET-ST NICHOLAS AV   ",2020-11-21,"47",5276,15511
"R332","135TH STREET-ST NICHOLAS AV   ",2020-11-21,"47",8750,34070
"R333","116TH STREET-8TH AVENUE       ",2020-11-21,"47",12491,42408
"R334","110TH STREET-8TH AVENUE       ",2020-11-21,"47",13725,46831
"R335","GASTON AVENUE-BEACH 67TH ST   ",2020-11-21,"47",5982,12430
"R336","STRAITON AVE-BEACH 60TH ST    ",2020-11-21,"47",5090,11438
"R337","FRANK AVENUE-BEACH 44TH ST    ",2020-11-21,"47",1903,3875
"R338","EDGEMERE-BEACH 36TH STREET    ",2020-11-21,"47",2516,5336
"R339","36TH STREET-NORTHERN BLVD     ",2020-11-21,"47",7133,25746
"R340","65TH STREET-BROADWAY          ",2020-11-21,"47",8491,19706
"R341","75TH AVENUE-QUEENS BLVD       ",2020-11-21,"47",6368,20578
"R342","VAN WYCK BLVD-METROPOLITAN    ",2020-11-21,"47",11081,20853
"R343","FRANKLIN STREET-WEST BWAY     ",2020-11-21,"47",5962,34844
"R344","145TH STREET-LENOX AVENUE     ",2020-11-21,"47",6931,19019
"R345","148TH STREET-LENOX AVENUE     ",2020-11-21,"47",7696,21840
"R346","COURT SQ                      ",2020-11-21,"47",8071,26734
"R347","69TH STREET-ROOSEVELT AVE     ",2020-11-21,"47",12775,29610
"R348","ATLANTIC AV-VAN SINDEREN AV   ",2020-11-21,"47",3844,7789
"R349","SUTTER AVE-VAN SINDEREN AVE   ",2020-11-21,"47",7500,17550
"R350","LIVONIA AVE-VAN SINDEREN AV   ",2020-11-21,"47",6854,14428
"R352","HEWES STREET-BROADWAY         ",2020-11-21,"47",6659,22532
"R353","LORIMER STREET-BROADWAY       ",2020-11-21,"47",10873,33615
"R354","104TH STREET-LIBERTY AVENUE   ",2020-11-21,"47",4474,10378
"R355","109TH STREET-LIBERTY AVENUE   ",2020-11-21,"47",5946,13541
